"id","UniProt","Symbol","Ligand Name","Ligand Is Drug","Ligand SMILES","Ligand PubChem ID","Ligand ChEMBL ID","Ligand Guide to Pharmacology ID","Ligand DrugCentral ID","Ligand Description","Preferred Term","UNII","Ligand Activity","Ligand Activity Type","Ligand Action","Ligand References","Ligand Reference Source","Ligand PubMed IDs"
15991,"P31749","AKT1","1-(1-{4-[3-Phenyl-7-(2H-tetrazol-5-yl)-quinoxalin-2-yl]-benzyl}-piperidin-4-yl)-1,3-dihydro-benzoimidazol-2-one",0,"O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc(-c5nn[nH]n5)ccc4nc3-c3ccccc3)cc2)CC1","10312133","CHEMBL408151","","",,,,7.7,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:1:49",,"18054229"
15991,"P31749","AKT1","2-(3,3-difluoropyrrolidin-1-yl)-6-phenyl-7-(4-((4-(5-(pyridin-2-yl)-4H-1,2,4-triazol-3-yl)piperidin-1-yl)methyl)phenyl)pyrido[2,3-d]pyrimidine",0,"FC1(F)CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)C1","11643074","CHEMBL451961","","",,,,7.7,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:14:4186",,"18539456"
15991,"P31749","AKT1","4-bromo-N-(2-(dimethylamino)-1-phenylethyl)-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",0,"CN(C)CC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1","44592363","CHEMBL470620","","",,,,7.7,"IC50",,"Bioorg. Med. Chem. Lett., (2009) 19:8:2244",,"19285393"
15991,"P31749","AKT1","N-(4-amino-1-phenylbutyl)-4-bromo-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",0,"NCCCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1","44592364","CHEMBL513019","","",,,,7.7,"IC50",,"Bioorg. Med. Chem. Lett., (2009) 19:8:2244",,"19285393"
15991,"P31749","AKT1","N-((R)-1-amino-3-phenylpropan-2-yl)-4-bromo-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",0,"NC[C@@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1","44592438","CHEMBL513728","","",,,,7.7,"Ki",,"Bioorg. Med. Chem. Lett., (2009) 19:8:2244",,"19285393"
15991,"P31749","AKT1","1-(1-(4-(3-phenyl-7-(1H-tetrazol-1-yl)quinoxalin-2-yl)benzyl)piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one",0,"O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc(-n5cnnn5)ccc4nc3-c3ccccc3)cc2)CC1","45482460","CHEMBL574289","","",,,,7.7,"IC50",,"Eur. J. Med. Chem., (2009) 44:10:4090",,"19497644"
15991,"P31749","AKT1","(R)-2-amino-3-(4-chlorophenyl)-1-(4-(quinazolin-4-yl)piperazin-1-yl)propan-1-one",0,"N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1","11246455","CHEMBL1258330","","",,,,7.7,"IC50",,"Bioorg. Med. Chem. Lett., (2010) 20:19:5607",,"20810279"
15991,"P31749","AKT1","(S)-5-(5-(2-amino-3-(4-(trifluoromethyl)phenyl)propylamino)-1,3,4-thiadiazol-2-yl)indolin-2-one",0,"N[C@H](CNc1nnc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1","56662008","CHEMBL1823630","","",,,,7.7,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:18:5191",,"21824779"
15991,"P31749","AKT1","rac-N-((3,4-dichlorophenyl)(piperidin-4-yl)methyl)-3-fluoroisoquinoline-6-carboxamide",0,"O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1)c1ccc2cnc(F)cc2c1","53386722","CHEMBL1823651","","",,,,7.7,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:18:5191",,"21824779"
15991,"P31749","AKT1","cis-N-((3,4-dichlorophenyl)(piperidin-3-yl)methyl)isoquinoline-6-carboxamide",0,"O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCCNC1)c1ccc2cnccc2c1","56675794","CHEMBL1823653","","",,,,7.7,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:18:5191",,"21824779"
15991,"P31749","AKT1","US9133168, Example 28a::US9133168, Example 29a",0,"CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)n1C","68281536","CHEMBL3974610","","",,,,7.7,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","(1S)-2-[5-(3-methyl-1H-indazol-5-yl)-pyridin-3-yloxy]-1-(4-trifluoromethoxy-benzyl)-ethylamine",0,"Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(OC(F)(F)F)cc4)c3)cc12","16731505","CHEMBL227324","","",,,,7.69,"IC50",,"J. Med. Chem., (2007) 50:13:2990",,"17523610"
15991,"P31749","AKT1","(4-(5-bromo-7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperazin-1-yl)(4-phenylpiperidin-4-yl)methanone",0,"O=C(N1CCN(c2ncnc3[nH]cc(Br)c23)CC1)C1(c2ccccc2)CCNCC1","141404253","CHEMBL4217841","","",,,,7.69,"IC50",,"Eur J Med Chem, (2017) 138:None:543",,"28704757"
15991,"P31749","AKT1","(1S)-1-(3,5-dichloro-benzyl)-2-[5-(3-methyl-1H-indazol-5-yl)-pyridin-3-yloxy]-ethylamine",0,"Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cc(Cl)cc(Cl)c4)c3)cc12","16731495","CHEMBL376118","","",,,,7.68,"IC50",,"J. Med. Chem., (2007) 50:13:2990",,"17523610"
15991,"P31749","AKT1","(1S)-1-(2,4-difluoro-benzyl)-2-[5-(3-methyl-1H-indazol-5-yl)-pyridin-3-yloxy]-ethylamine",0,"Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)cc4F)c3)cc12","16731989","CHEMBL229315","","",,,,7.68,"IC50",,"J. Med. Chem., (2007) 50:13:2990",,"17523610"
15991,"P31749","AKT1","6-phenyl-7-(4-((4-(5-(pyridin-4-yl)-1H-pyrazol-3-yl)piperidin-1-yl)methyl)phenyl)pyrido[2,3-d]pyrimidin-4-amine",0,"Nc1ncnc2nc(-c3ccc(CN4CCC(c5cc(-c6ccncc6)[nH]n5)CC4)cc3)c(-c3ccccc3)cc12","11526695","CHEMBL255835","","",,,,7.68,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:6:2211",,"18296048"
15991,"P31749","AKT1","1-(1-((4-(1-(2-(1H-imidazol-4-yl)ethyl)-3-amino-5-phenyl-1H-pyrazolo[3,4-b]pyridin-6-yl)phenyl)methyl)piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one",0,"Nc1nn(CCc2c[nH]cn2)c2nc(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)c(-c3ccccc3)cc12","11296432","CHEMBL255348","","",,,,7.68,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:6:2211",,"18296048"
15991,"P31749","AKT1","3-phenyl-2-(4-((4-(5-(pyridin-2-yl)-1H-1,2,4-triazol-3-yl)piperidin-1-yl)methyl)phenyl)-1,7-naphthyridine",0,"c1ccc(-c2cc3ccncc3nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1","44449909","CHEMBL259968","","",,,,7.68,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:11:3178",,"18479914"
15991,"P31749","AKT1","N-(2-ethoxyethyl)-N-((2S)-2-hydroxy-3-(2-(3-methyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-2,7-diazaspiro[4.5]decan-7-yl)propyl)-2,6-dimethylbenzenesulfonamide",0,"CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4[nH]nc(C)c34)C2)C1)S(=O)(=O)c1c(C)cccc1C","54582142","CHEMBL1760761","","",,,,7.68,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:8:2335",,"21420856"
15991,"P31749","AKT1","US8987286, 4.10",0,"NC(=O)c1ccc(-c2ccc3c(c2)nn2cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc32)cc1","57378086","CHEMBL3672528","","",,,,7.68,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 6b::US9133168, Example 7b",0,"O=C(Cc1nc(N2CCOC(CF)C2)cc(=O)[nH]1)N1CCc2c(F)cccc21","136098469","CHEMBL3984868","","",,,,7.68,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","(S)-1-(1H-indol-3-yl)-3-(5-(3-vinylisoquinolin-6-yl)pyridin-3-yloxy)propan-2-amine",0,"C=Cc1cc2cc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)ccc2cn1","23647584","CHEMBL377764","","",,,,7.66,"IC50",,"Bioorg. Med. Chem. Lett., (2006) 16:12:3150",,"16603355"
15991,"P31749","AKT1","(S)-1-(1H-indol-3-yl)-3-(5-(3-vinylisoquinolin-6-yl)pyridin-3-yloxy)propan-2-amine",0,"C=Cc1cc2cc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)ccc2cn1","23647584","CHEMBL377764","","",,,,7.66,"IC50",,"Eur. J. Med. Chem., (2009) 44:10:4090",,"19497644"
15991,"P31749","AKT1","(R)-2-amino-3-(4-chlorophenyl)-1-(4-(5,7-dihydrothieno[3,4-d]pyrimidin-4-yl)piperazin-1-yl)propan-1-one",0,"N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3c2CSC3)CC1","24949764","CHEMBL1632369","","",,,,7.66,"IC50",,"Bioorg. Med. Chem. Lett., (2010) 20:23:7037",,"20971641"
15991,"P31749","AKT1","(2R)-2-amino-3-(indolin-3-yl)-1-(4-((S)-5-methyl-5,7-dihydrothieno[3,4-d]pyrimidin-4-yl)piperazin-1-yl)propan-1-one",0,"C[C@@H]1SCc2ncnc(N3CCN(C(=O)[C@H](N)Cc4c[nH]c5ccccc45)CC3)c21","46942379","CHEMBL1235979","","",,,,7.66,"IC50",,"Bioorg. Med. Chem. Lett., (2010) 20:23:7037",,"20971641"
15991,"P31749","AKT1","US8957064, 50.0",0,"Cc1nc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6cc(Cl)ccn6)n5)CC4)cc3)c(-c3ccc(F)cc3F)cn2n1","68753925","CHEMBL3672054","","",,,,7.66,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8993565, 142",0,"O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Br)c1O","136041835","CHEMBL3699800","","",,,,7.66,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 1a",0,"O=C(Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1)N1CCc2c(F)cccc21","136069565","CHEMBL3961677","","",,,,7.66,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 10c::US9133168, Example 6c::US9133168, Example 9c",0,"CC1Cc2c(O)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1","136138832","CHEMBL3910203","","",,,,7.66,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 10c::US9133168, Example 6c::US9133168, Example 9c",0,"CC1Cc2c(O)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1","136138832","CHEMBL3910203","","",,,,7.62,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 1e",0,"C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=S)[nH]1","71534433","CHEMBL3907424","","",,,,7.66,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9260435, 3",0,"COc1nc(Br)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12","71657174","CHEMBL3977365","","",,,,7.66,"IC50",,"None, (2016) None:None:None",,
15991,"P31749","AKT1","4-[(S)-2-Azetidin-1-yl-1-(3-fluorophenyl)-ethylamino]-quinazoline-8-carboxamide",0,"NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3cccc(F)c3)ncnc12","","CHEMBL4851020","","",,,,7.66,"IC50",,"J Med Chem, (2021) 64:19.0:14603",,"34596404"
15991,"P31749","AKT1","(S)-1-(6-chloro-5-(2-(pyridin-4-yl)vinyl)pyridin-3-yloxy)-3-(1H-indol-3-yl)propan-2-amine",0,"N[C@H](COc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12","10194362","CHEMBL379914","","",,,,7.64,"IC50",,"Bioorg. Med. Chem. Lett., (2006) 16:6:1679",,"16403626"
15991,"P31749","AKT1","(1S)-bromo-benzyl)-2-[5-(3-methyl-1H-indazol-5-yl)-pyridin-3-yloxy]-ethylamine",0,"Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4Br)c3)cc12","16731992","CHEMBL229854","","",,,,7.64,"IC50",,"J. Med. Chem., (2007) 50:13:2990",,"17523610"
15991,"P31749","AKT1","N-(4-(2-(2-Aminopyridin-3-yl)-3H-imidazo[4,5-b]pyridin-3-yl)benzyl)benzamide",0,"Nc1ncccc1-c1nc2cccnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1","58344916","CHEMBL2177819","","",,,,7.64,"IC50",,"J. Med. Chem., (2012) 55:11:5291",,"22533986"
15991,"P31749","AKT1","US8957064, 2.0",0,"Cc1nc2nc(-c3ccc(CN4CC(c5nnc(-c6ccccn6)[nH]5)C4)cc3)c(-c3ccccc3)cn2n1","46868852","CHEMBL3667042","","",,,,7.64,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8975265, 2-146",0,"COc1cc(OC)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1","66665646","CHEMBL3703137","","",,,,7.64,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8987286, 4.13",0,"COC(=O)c1ccc(-c2ccc3c(c2)nn2cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc32)cn1","57378089","CHEMBL3672531","","",,,,7.64,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","CHEMBL2151924",0,"O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(F)c1","136230231","CHEMBL2151924","","",,,,7.64,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8993565, 7",0,"O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccsc1","136352178","CHEMBL3696237","","",,,,7.64,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8993565, 112",0,"O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1OCCN1CCCC1","136352209","CHEMBL3696314","","",,,,7.64,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 19d",0,"O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccccc3F)cccc21","136069616","CHEMBL3953697","","",,,,7.64,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","4-[(S)-2-Azetidin-1-yl-1-(4-trifluoromethyl-phenyl)-ethylamino]-quinazoline-8-carboxamide",0,"NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(F)cc3)ncnc12","","CHEMBL4875416","","",,,,7.64,"IC50",,"J Med Chem, (2021) 64:19.0:14603",,"34596404"
15991,"P31749","AKT1","2-methoxy-6-phenyl-7-(4-((4-(5-(pyridin-2-yl)-4H-1,2,4-triazol-3-yl)piperidin-1-yl)methyl)phenyl)pyrido[2,3-d]pyrimidine",0,"COc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)nc2n1","11577612","CHEMBL404347","","",,,,7.63,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:4:1274",,"18249537"
15991,"P31749","AKT1","6-phenyl-7-(4-((4-(5-(pyridin-2-yl)-4H-1,2,4-triazol-3-yl)piperidin-1-yl)methyl)phenyl)pyrido[2,3-d]pyrimidine-2-carbonitrile",0,"N#Cc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)nc2n1","11504922","CHEMBL404555","","",,,,7.62,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:4:1274",,"18249537"
15991,"P31749","AKT1","(S)-N1-(5-(1H-indazol-5-yl)-1,3,4-thiadiazol-2-yl)-3-(4-chlorophenyl)propane-1,2-diamine",0,"N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1","11552741","CHEMBL1081451","","",,,,7.62,"IC50",,"Bioorg. Med. Chem. Lett., (2010) 20:5:1652",,"20137932"
15991,"P31749","AKT1","N-(4-(2-(2-Aminopyridin-3-yl)-5-phenyl-3H-imidazo[4,5-b]-pyridin-3-yl)benzyl)benzamide",0,"Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(CNC(=O)c2ccccc2)cc1","58345151","CHEMBL2177835","","",,,,7.62,"IC50",,"J. Med. Chem., (2012) 55:11:5291",,"22533986"
15991,"P31749","AKT1","(S)-3-Amino-2-(4-chlorophenyl)-1-(4-((5R,7R)-7-hydroxy-5-methyl-6,7-dihydro-5H-cyclopenta[d]pyrimidin-4-yl)piperazin-1-yl)-propan-1-one",0,"C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CN)c4ccc(Cl)cc4)CC3)c21","59671144","CHEMBL2177373","","",,,,7.62,"IC50",,"J. Med. Chem., (2012) 55:18:8110",,"22934575"
15991,"P31749","AKT1","US8957064, 68.0",0,"CC(C)Nc1c(-c2ccccc2)c(-c2ccc(CN3CC(c4n[nH]c(-c5ccccn5)n4)C3)cc2)nc2nc(-c3ccccn3)nn12","70864845","CHEMBL3672081","","",,,,7.62,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8975265, 2-145",0,"COc1cc(Cl)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12","66665857","CHEMBL3703136","","",,,,7.62,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8993565, 107",0,"O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1OCCN1CCCCC1","136041812","CHEMBL3696309","","",,,,7.62,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 10a::US9133168, Example 11a",0,"CC1Cc2c(F)cccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1","136378664","CHEMBL3917798","","",,,,7.62,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 29b",0,"CC1CN(c2cc(=O)[nH]c(CC(=O)N3c4ccccc4C[C@@H]3C)n2)CCO1","136378681","CHEMBL3908338","","",,,,7.62,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 42d",0,"N#Cn1c(CC(=O)N2CCc3ccccc32)nc(N2CCOCC2)cc1=O","86699282","CHEMBL3974771","","",,,,7.62,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","2-Chloro-N-((3S,4S)-4-(3,4-difluorophenyl)piperidin-3-yl)-4-(1-methyl-1H-pyrazol-5-yl)benzamide Hydrochloride",0,"Cl.Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(Cl)c1","","CHEMBL4858782","","",,,,7.62,"IC50",,"J Med Chem, (2021) 64:16.0:12163",,"34375113"
15991,"P31749","AKT1","5-{5-[(2S)-2-[(3,3-dimethyl-2-oxo-2,3-dihydro-1H-indol-5-yl)amino]-3-(1H-indol-3-yl)propoxy]pyridin-3-yl}-3,3-dimethyl-2,3-dihydro-1H-indol-2-one",0,"CC1(C)C(=O)Nc2ccc(N[C@H](COc3cncc(-c4ccc5c(c4)C(C)(C)C(=O)N5)c3)Cc3c[nH]c4ccccc34)cc21","44413036","CHEMBL211011","","",,,,7.61,"IC50",,"Bioorg. Med. Chem. Lett., (2006) 16:13:3424",,"16644221"
15991,"P31749","AKT1","(4-(3-Chloro-1H-pyrazolo[3,4-d]pyrimidin-4-yl)piperazin-1-yl)(4-(3,4-dichlorophenyl)piperidin-4-yl)methanone",0,"O=C(N1CCN(c2ncnc3[nH]nc(Cl)c23)CC1)C1(c2ccc(Cl)c(Cl)c2)CCNCC1","145991965","CHEMBL4285143","","",,,,7.61,"IC50",,"MedChemComm, (2018) 9:8:1340",,"30151089"
15991,"P31749","AKT1","2-(4-methylpiperazin-1-yl)-6-phenyl-7-(4-((4-(5-(pyrimidin-2-yl)-4H-1,2,4-triazol-3-yl)piperidin-1-yl)methyl)phenyl)pyrido[2,3-d]pyrimidine",0,"CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1","44560715","CHEMBL453288","","",,,,7.6,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:14:4191",,"18550373"
15991,"P31749","AKT1","(2R)-4-(6-phenyl-7-(4-((4-(5-(pyridin-2-yl)-4H-1,2,4-triazol-3-yl)piperidin-1-yl)methyl)phenyl)pyrido[2,3-d]pyrimidin-2-yl)piperazin-2-ol",0,"O[C@@H]1CN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CCN1","44561056","CHEMBL499683","","",,,,7.6,"IC50",,"Bioorg. Med. Chem. Lett., (2008) 18:14:4186",,"18539456"
15991,"P31749","AKT1","N-(2-amino-1-phenylethyl)-4-(1H-pyrrolo[2,3-b]pyridin-3-yl)thiophene-2-carboxamide",0,"NCC(NC(=O)c1cc(-c2c[nH]c3ncccc23)cs1)c1ccccc1","24805275","CHEMBL512305","","",,,,7.6,"IC50",,"Bioorg. Med. Chem. Lett., (2009) 19:8:2244",,"19285393"
15991,"P31749","AKT1","3-amino-N-(4-bromo-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophen-2-yl)-2-phenylpropanamide",0,"NCC(C(=O)Nc1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1","24802961","CHEMBL472291","","",,,,7.6,"IC50",,"Bioorg. Med. Chem. Lett., (2009) 19:8:2244",,"19285393"
15991,"P31749","AKT1","(S)-N1-(5-(1H-indazol-5-yl)-1,3,4-thiadiazol-2-yl)-3-(3-(trifluoromethyl)phenyl)propane-1,2-diamine",0,"N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1cccc(C(F)(F)F)c1","11538974","CHEMBL1076565","","",,,,7.6,"IC50",,"Bioorg. Med. Chem. Lett., (2010) 20:5:1652",,"20137932"
15991,"P31749","AKT1","US8957064, 19.0",0,"Nc1ncnc2c1cnn2C1CCN(Cc2ccc(-c3nc4ccnn4cc3-c3ccccc3)cc2)CC1","68752707","CHEMBL3672019","","",,,,7.6,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8957064, 53.1",0,"Fc1ccc(-c2cn3c(Cl)cnc3nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1","68753042","CHEMBL3672064","","",,,,7.6,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8957064, 66.0",0,"CC(C)Nc1c(-c2ccccc2)c(-c2ccc(CN3CC(c4n[nH]c(-c5ccccn5)n4)C3)cc2)nc2nccn12","68756972","CHEMBL3672079","","",,,,7.6,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8975265, 2-76",0,"Cc1cc(Cl)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12","56645657","CHEMBL3699752","","",,,,7.6,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8987286, 4.7",0,"CS(=O)(=O)c1cccc(-c2ccc3c(c2)nn2cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc32)c1","57377981","CHEMBL3672525","","",,,,7.6,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","(2R)-1-(1H-indol-3-yl)-3-(5-(isoquinolin-6-yl)pyridin-3-yloxy)propan-2-amine",0,"N[C@@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12","10194205","CHEMBL381187","","",,,,7.58,"IC50",,"Bioorg. Med. Chem. Lett., (2006) 16:7:2000",,"16413780"
15991,"P31749","AKT1","1'-((S)-3-(N-(2-ethoxyethyl)-2,6-dimethylphenylsulfonamido)-2-hydroxypropyl)spiro[chroman-2,3'-piperidine]-6-carboxamide",0,"CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(C(N)=O)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C","54582239","CHEMBL1761088","","",,,,7.58,"IC50",,"Bioorg. Med. Chem. Lett., (2011) 21:8:2410",,"21392984"
15991,"P31749","AKT1","US8957064, 33.0",0,"Fc1ccc(-c2cn3ccnc3nc2-c2ccc(CN3CC(c4n[nH]c(-c5ccccn5)n4)C3)cc2)cc1","68752685","CHEMBL3672034","","",,,,7.58,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8957064, 72.3",0,"CSc1nc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6cnccn6)n5)CC4)cc3)c(-c3ccccc3)cn2n1","46868993","CHEMBL3672087","","",,,,7.58,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8993565, 86",0,"Cn1c(CC(=O)Nc2ccc(F)c(C3CC3)c2)nc(N2CCOCC2)cc1=O","66882626","CHEMBL3696294","","",,,,7.58,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8993565, 114",0,"Cc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C","66882767","CHEMBL3699779","","",,,,7.58,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US8993565, 136",0,"CN(C)C[C@H]1CN(C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21","136041828","CHEMBL3699796","","",,,,7.58,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 1d",0,"O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CC2(CC2)c2ccccc21","136069598","CHEMBL3950222","","",,,,7.58,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","US9133168, Example 11d",0,"CN1CCC2(CC1)CN(C(=O)Cc1nc(N3CCOCC3)cc(=O)[nH]1)c1ccccc12","136069617","CHEMBL3945651","","",,,,7.58,"IC50",,"None, (2015) None:None:None",,
15991,"P31749","AKT1","(4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperazin-1-yl)(4-(4-chlorophenyl)piperidin-4-yl)methanone",0,"O=C(N1CCN(c2ncnc3[nH]ccc23)CC1)C1(c2ccc(Cl)cc2)CCNCC1","141404267","CHEMBL4212569","","",,,,7.58,"IC50",,"Eur J Med Chem, (2017) 138:None:543",,"28704757"
