CUI,MSH
C2746083,C567543
C2747880,D004756
C2748588,C567568
C2748505,C567548
C2748536,C567555
C2748503,C567547
C2748516,C567552
C2748515,C567551
C2748527,C567553
C2748541,C567556
C2748542,C567557
C2748544,C567558
C2748550,C567559
C2748897,C567575
C2748910,C567576
C2748571,C567564
C2748552,C567561
C2748554,C567562
C2748586,C567566
C2748568,C557826
C2748572,C557674
C2748587,C567567
C2748628,C538105
C2748801,C567572
C2748555,C548071
C2748557,C557827
C2748662,C567570
C2748896,C567574
C2749007,C567580
C2749019,C567582
C2748783,C567571
C2748895,D050090
C2749175,C567596
C2748919,C567578
C2748941,C567579
C2749049,C567587
C2749240,C564752
C2748918,C567577
C2749509,C567606
C2749022,C567585
C2749561,C537841
C2749106,D000083143
C2749016,C567581
C2749020,C567583
C2749050,C567588
C2749936,C567628
C2749283,C567601
C2749128,C567594
C2749137,C567595
C2749345,C567602
C2749346,C567603
C2750066,C567639
C2749559,C537841
C2750074,C567643
C2749477,C567605
C2749560,C537841
C2750078,C567647
C2749929,C566973
C2750034,C567633
C2750246,C567657
C2749845,C567620
C2750064,C567636
C2750075,C567644
C2750076,C567645
C2750077,C567646
C2750081,C567650
C2750090,C567653
C2750220,C548029
C2749873,C567626
C2750442,C548016
C2750325,C563482
C2749562,C537841
C2750355,C567664
C2750404,C567666
C2750452,C567679
C2749659,C535608
C2749665,C567616
C2750027,C567632
C2750466,C567683
C2750509,C567690
C2749759,C537345
C2749862,C536350
C2750063,C567636
C2750460,C567682
C2750068,C567641
C2750079,C567648
C2750514,C567691
C2750035,C567633
C2750061,C567635
C2750732,C548084
C2750729,C567699
C2750737,C567703
C2750067,C567640
C2750234,C567656
C2750247,C567658
C2750069,C567642
C2750747,C567704
C2750771,C567706
C2750784,C567707
C2750414,C538348
C2750785,C567708
C2750080,C567649
C2750082,C567651
C2750087,C567652
C2750091,C567654
C2750457,C567680
C2750467,C567684
C2750471,C567685
C2750472,C567686
C2750475,C567687
C2750285,C567661
C2750405,C563738
C2750413,C538351
C2750433,C567672
C2750481,C567688
C2750791,C567714
C2750798,C567715
C2750804,C567716
C2750720,C567698
C2750995,C567725
C2751067,C567730
C2751083,C567732
C2750790,C567713
C2750824,C567719
C2751089,C567735
C2751053,C567728
C2751055,C567729
C2751073,C567731
C2751105,C567739
C2751195,C567743
C2751259,C567747
C2751292,C567751
C2751293,C567752
C2750786,C567709
C2751084,C567733
C2751088,C567734
C2751092,C567738
C2751310,C567760
C2751315,C567764
C2751319,C567768
C2750748,C567705
C2750815,C567718
C2750787,C567710
C2750789,C567712
C2751288,C567748
C2751289,C567749
C2751290,C567750
C2750805,C567717
C2751012,C567726
C2751309,C567759
C2751322,C567771
C2751090,C567737
C2751091,C567737
C2751325,C567773
C2751493,C537459
C2751532,C567784
C2751312,C567762
C2751651,C567810
C2751294,C567753
C2751308,C567758
C2751297,C567755
C2751306,D016891
C2751307,C567757
C2751317,C567766
C2751318,C567767
C2751696,C567817
C2751320,C567769
C2751321,C567770
C2751822,C567835
C2751825,C567838
C2751324,C567772
C2751313,C567763
C2751316,C567765
C2751831,C567843
C2751429,C567779
C2751430,C567780
C2751431,C535441
C2751938,C567853
C2751535,C567786
C2751584,C567791
C2751492,C567782
C2751536,C537944
C2751545,C567789
C2751599,C567796
C2751607,C567802
C2751608,C567803
C2751630,C567260
C2751683,C538119
C2751686,C567815
C2751697,C567818
C2751756,C567820
C2751763,C565778
C2751778,C567827
C2751780,C565814
C2751643,C567809
C2751814,C567834
C2751824,D058490
C2751826,C567839
C2751842,C567844
C2751843,C567845
C2752001,C567856
C2752007,C567857
C2752015,C567859
C2752027,C567861
C2752047,C567865
C2752061,C567867
C2752073,C567878
C2752041,C567862
C2752042,C567863
C2752147,C567886
C2825055,D012008
C2751695,C567816
C2751764,C565778
C2751698,C567819
C2752071,C567876
C2752074,C536582
C2752089,C567738
C2751812,C567833
C2825540,D018568
C2887484,D012128
C2751807,C567831
C2751811,C567832
C2909036,D005330
C2751829,C567841
C2751830,C567842
C2919575,D017180
C2919848,D001368
C2919945,D020786
C2930474,D021821
C2930617,D001195
C2930792,C531598
C2930814,C531667
C2930815,C531689
C2930817,C531691
C2930821,C531719
C2930843,C531795
C2930844,C531815
C2930847,C531836
C2930851,C531849
C2930861,C535272
C2930863,C535280
C2930864,C535283
C2930868,C535291
C2930869,C535292
C2930871,C535294
C2930885,C535368
C2930886,C535369
C2930888,C535371
C2930890,C535391
C2751855,C567847
C2751864,C548086
C2751878,C567850
C2930897,C535427
C2930899,C535432
C2930901,C535437
C2751870,C567849
C2751898,C567851
C2930909,C535454
C2751987,C567855
C2752043,C567864
C2930915,C535486
C2930927,D017436
C2909478,D019052
C2919441,C000721268
C2752008,C567858
C2930929,C535553
C2930933,C562989
C2752072,C567877
C2752149,C567887
C2754092,D000073398
C2930936,C535570
C2930471,D009396
C2930681,D050090
C2930745,D002872
C2930747,D003130
C2930793,C531599
C2930794,C531601
C2930796,C531604
C2930797,D016738
C2930808,C531642
C2930812,C531660
C2930813,C531662
C2930820,C531716
C2930830,C531755
C2930832,C531760
C2930833,C531763
C2930834,C531766
C2930836,C531768
C2930848,C531841
C2930850,C531847
C2930859,C535269
C2930860,C535270
C2930862,C535276
C2826293,D000092522
C2930943,C535593
C2930944,C535594
C2930945,C535595
C2930866,C535286
C2930948,C535609
C2930870,C535293
C2930873,C535305
C2830004,D000077260
C2930874,C535307
C2930953,C535621
C2930876,C535321
C2930877,C535335
C2930881,C535363
C2930882,C535364
C2930883,C535365
C2930884,C535366
C2930893,C535401
C2930896,C535424
C2930898,C535428
C2930960,C535637
C2930962,C535640
C2930906,C535450
C2752048,C557821
C2930908,C535454
C2930910,C535455
C2930912,C535481
C2930913,C535484
C2752081,C537777
C2930919,C535511
C2930925,C535537
C2930972,C535670
C2930992,C535713
C2930995,C535730
C2931002,C535746
C2919133,D000097910
C2919796,C538655
C2930540,D010981
C2930541,D010981
C2930618,D012734
C2930619,D012734
C2930674,D001404
C2930748,D003130
C2930798,C531607
C2930941,C535590
C2930942,C535592
C2930799,C531613
C2930800,C531615
C2930801,C531619
C2930802,C531622
C2930805,C531638
C2930818,C531699
C2930819,C531700
C2930822,C531720
C2930950,C535613
C2930951,C535616
C2930825,C531732
C2930826,C531736
C2930827,C531736
C2930829,C531743
C2930839,C531777
C2930842,C531784
C2930867,C535290
C2930955,C535624
C2930957,C535630
C2930961,C535638
C2930875,C535316
C2930880,C535354
C2931010,C535754
C2930970,C535658
C2930971,C535663
C2930974,C535673
C2930975,C535673
C2930982,C535696
C2930986,C535701
C2930987,C535701
C2930988,C535708
C2930891,C535399
C2930990,C535711
C2931013,C535765
C2930994,C535720
C2930544,D031204
C2930620,D012793
C2930806,C531639
C2930809,C531649
C2930811,C531654
C2930824,C531729
C2930828,C531737
C2930837,C531774
C2930840,C531782
C2930841,C531783
C2930845,C531821
C2930846,C531834
C2930849,C531844
C2930852,C531857
C2930900,C535435
C2930904,C535449
C2930865,C535284
C2930878,C535338
C2930879,C535352
C2930887,C535370
C2930889,C535379
C2930892,C535400
C2930914,C535484
C2930917,C535489
C2930920,C535512
C2930922,C535519
C2930923,C535525
C2930926,C535539
C2930928,C535552
C2930930,C535554
C2930931,C535558
C2930937,C535571
C2930946,C535596
C2931027,C535815
C2930894,C535402
C2930902,C535438
C2930907,C535453
C2931006,C535750
C2931007,C535751
C2931009,C535753
C2930916,C535487
C2930932,C535561
C2930935,C535567
C2930938,C535573
C2931012,C535757
C2931031,C535824
C2930940,C535585
C2930947,C535603
C2930949,C535611
C2931018,C535777
C2931038,C535837
C2931040,C535839
C2931041,C535840
C2931046,C535849
C2931047,C535856
C2931048,C535858
C2931049,C535864
C2930954,C535622
C2930959,C535634
C2930952,C535617
C2930956,C535625
C2930958,C535631
C2931025,C535807
C2930963,C535643
C2931026,C535810
C2931028,C535815
C2931029,C535816
C2931033,C535828
C2930964,C535644
C2930965,C535646
C2930966,C535647
C2930967,C535650
C2930968,C535652
C2931051,C535876
C2931052,C535877
C2931063,C535922
C2930973,C535672
C2930976,C535673
C2930977,C535673
C2930969,C535659
C2931053,C535879
C2931055,C535888
C2931064,C564078
C2931065,C535927
C2931070,C535949
C2930980,C535694
C2930978,C535675
C2930979,C535676
C2930981,C535695
C2930993,C535719
C2931067,C535442
C2930989,C535710
C2930996,C535734
C2930997,C535741
C2931005,C535749
C2931008,C535752
C2931074,C535976
C2931073,C535964
C2931001,C535745
C2931004,C535748
C2931011,C535756
C2931079,C535995
C2931076,C535988
C2931086,C536019
C2931087,C536020
C2931080,C535996
C2931014,C535768
C2931015,C535772
C2931089,C536027
C2931098,C536057
C2931016,C535774
C2931019,C574275
C2931022,C535800
C2931021,C535790
C2931023,C535801
C2931104,C536079
C2931096,C536054
C2931024,C535806
C2931034,C535828
C2931036,C535835
C2931037,C535836
C2931042,C535845
C2931043,C535846
C2931054,C535885
C2931112,C536106
C2931115,C536124
C2931121,C536148
C2931124,C536172
C2931059,C535912
C2931060,C535914
C2931062,C535917
C2931066,C535929
C2931126,C536179
C2931130,C536208
C2931030,C535820
C2931032,C535828
C2931035,C535832
C2931108,C536094
C2931109,C536099
C2931068,C535945
C2931072,C535955
C2931075,C535977
C2931078,C535991
C2931082,C536004
C2931083,C536006
C2931088,C536023
C2931050,C535871
C2931141,C536255
C2931143,C536261
C2931145,C536265
C2931147,C562408
C2931164,C536297
C2931166,C536298
C2931171,C536312
C2931172,C536313
C2931178,C536359
C2931181,C536369
C2931186,C536396
C2931188,C536403
C2931189,C536408
C2931190,C536413
C2931195,C536449
C2931201,C536474
C2931202,C536475
C2931204,C536483
C2931206,C536485
C2931216,C536498
C2931221,C536509
C2931223,C536512
C2931224,C536513
C2931230,C536522
C2931233,C536539
C2931241,C536567
C2931243,C536568
C2931245,D000080983
C2931251,C536584
C2931091,C536032
C2931056,C535891
C2931057,C535905
C2931058,D008382
C2931061,C535915
C2931071,C535950
C2931127,C536187
C2931092,C536035
C2931093,C567042
C2931099,C536060
C2931077,C535989
C2931085,C536018
C2931090,C536031
C2931128,C536204
C2931129,C536205
C2931105,C536082
C2931267,C536618
C2931268,C536624
C2931100,C536067
C2931101,C536069
C2931102,C536071
C2931106,C536083
C2931275,C536639
C2931279,C565529
C2931280,C536660
C2931281,C536669
C2931288,C536685
C2931110,C536103
C2931116,D009617
C2931117,C536139
C2931119,C536146
C2931107,C536091
C2931111,C536105
C2931134,C536225
C2931301,C536724
C2931306,C536733
C2931113,C536107
C2931114,C536121
C2931118,C536144
C2931120,C536147
C2931122,C536162
C2931123,C536163
C2931125,C536178
C2931135,C536233
C2931132,C536213
C2931133,C536215
C2931307,C536744
C2931311,C536754
C2931320,C536780
C2931321,C536782
C2931322,C536783
C2931137,C536241
C2931138,C536243
C2931139,C536245
C2931140,C536247
C2931148,C562408
C2931142,C536259
C2931144,C536264
C2931146,C536267
C2931168,C536302
C2931179,C536362
C2931180,C536369
C2931183,C536384
C2931184,C536387
C2931327,C536796
C2931328,C536796
C2931337,C536807
C2931338,C536808
C2931340,C536810
C2931343,C536818
C2931346,C536834
C2931347,C536839
C2931354,C536860
C2931361,C536893
C2931367,C572845
C2931159,C536284
C2931162,C536292
C2931163,C536297
C2931165,C536297
C2931192,C536417
C2931193,C536421
C2931136,C536234
C2931169,C536306
C2931170,C536308
C2931196,D003394
C2931198,C536469
C2931200,C536473
C2931149,C536270
C2931150,D003398
C2931157,C536277
C2931158,C536283
C2931176,C536346
C2931177,C536349
C2931182,C536375
C2931185,C536395
C2931161,C536290
C2931167,C536301
C2931173,C536315
C2931174,C536326
C2931373,C536948
C2931375,C536957
C2931379,C536972
C2931385,C536997
C2931387,C536999
C2931390,C537003
C2931208,C536487
C2931217,C536499
C2931219,C536503
C2931220,C536504
C2931222,C536511
C2931234,C536543
C2931191,C536417
C2931194,C536445
C2931197,C536461
C2931199,C536470
C2931213,C536492
C2931214,C536496
C2931240,C536566
C2931242,C536567
C2931247,C536579
C2931249,C536580
C2931205,D052245
C2931218,C536500
C2931391,C537009
C2931392,C537010
C2931393,C537011
C2931250,C536581
C2931225,C536514
C2931226,C536515
C2931227,C536516
C2931262,C536609
C2931266,C536617
C2931269,C536626
C2931273,C536635
C2931235,C536544
C2931238,C536562
C2931239,C536565
C2931401,C537034
C2931290,C536690
C2931291,C536692
C2931292,C536701
C2931293,C536702
C2931295,C536712
C2931296,C564011
C2931299,C536722
C2931305,C536732
C2931313,C536756
C2931318,C536776
C2931207,C536486
C2931209,C536488
C2931212,C536491
C2931215,C536497
C2931334,C536805
C2931335,C536806
C2931341,C536812
C2931258,C536600
C2931231,C536533
C2931232,C536537
C2931236,C536550
C2931244,C536570
C2931352,C536851
C2931353,C536852
C2931355,C536864
C2931358,D014897
C2931360,C536889
C2931365,C536900
C2931372,C536944
C2931374,C536949
C2931377,C536964
C2931276,C536644
C2931284,C536673
C2931285,C536679
C2931289,C536688
C2931246,C538355
C2931252,C536585
C2931253,C536586
C2931254,C536587
C2931255,C536588
C2931256,C536593
C2931409,C537061
C2931418,C537079
C2931388,C537001
C2931263,C536610
C2931270,C536627
C2931294,C536704
C2931296,C536714
C2931297,C536720
C2931394,C537012
C2931396,C537019
C2931397,C537023
C2931400,C537030
C2931403,C537044
C2931298,C536721
C2931271,C536633
C2931272,C536634
C2931300,C536723
C2931277,C536646
C2931316,C536765
C2931319,C536779
C2931323,C536784
C2931324,C536794
C2931326,C536796
C2931331,C536800
C2931339,C536809
C2931342,C536814
C2931351,C536848
C2931357,C536872
C2931359,C536883
C2931362,C536896
C2931282,C536670
C2931283,C536672
C2931368,C536918
C2931370,C536934
C2931371,C536938
C2931382,C536983
C2931383,C536987
C2931384,C536991
C2931386,C536998
C2931419,C537083
C2931429,C537163
C2931430,C537164
C2931395,C537017
C2931398,C537024
C2931405,C537049
C2931408,C537056
C2931410,C537064
C2931431,C537170
C2931432,C537170
C2931435,C537173
C2931439,C537193
C2931423,C537110
C2931426,C537134
C2931428,C537148
C2931434,C537171
C2931436,C537176
C2931412,C537069
C2931415,C537072
C2931417,C537076
C2931443,C537222
C2931425,C537130
C2931446,C537225
C2931302,C536728
C2931303,C536730
C2931304,C536731
C2931309,C536749
C2931310,C536753
C2931312,C536755
C2931314,C536760
C2931315,C536763
C2931317,C536772
C2931325,C536795
C2931433,C537170
C2931437,C537190
C2931445,C537224
C2931447,C537229
C2931329,C536797
C2931330,C536798
C2931333,C536803
C2931336,C536806
C2931345,C536831
C2931363,C536897
C2931364,C536898
C2931366,C536904
C2931440,C537214
C2931441,C537217
C2931442,C537219
C2931369,C536927
C2931449,C537231
C2931453,C537238
C2931444,C537223
C2931450,C537232
C2931380,C536976
C2931381,C536978
C2931459,C537261
C2931460,C537266
C2931462,C537271
C2931455,C537242
C2931451,C537233
C2931471,C537332
C2931475,C537341
C2931477,C537367
C2931465,C537282
C2931468,C537292
C2931472,C537334
C2931473,C537335
C2931478,C537381
C2931456,C537243
C2931399,C537025
C2931402,C537039
C2931406,C537053
C2931480,C537389
C2931411,C537065
C2931413,C537071
C2931414,C537072
C2931457,C537244
C2931485,C537402
C2931420,C537086
C2931421,C537101
C2931422,C537109
C2931482,C537393
C2931486,C537408
C2931487,C537413
C2931488,C536726
C2931464,C537280
C2931438,C537192
C2931490,C537424
C2931474,C537336
C2931479,C537386
C2931448,C537230
C2931452,C537235
C2931454,C537239
C2931498,C567906
C2931500,C537462
C2931501,C537463
C2931503,C537473
C2931507,C537489
C2931458,C537245
C2931461,C537269
C2931483,C537399
C2931463,C537272
C2931491,C537428
C2931466,C537283
C2931467,C537289
C2931470,C537298
C2931519,C537518
C2931521,C537524
C2931511,C537506
C2931512,C537508
C2931492,C537431
C2931494,C537439
C2931497,C537453
C2931499,C537461
C2931525,C537540
C2931514,C537510
C2931515,C537511
C2931516,C537512
C2931517,C537514
C2931506,C537488
C2931509,C537496
C2931510,C537504
C2931481,C537391
C2931484,C537400
C2931513,C537509
C2931518,C537517
C2931522,C537529
C2931523,C537532
C2931524,C537536
C2931530,C537545
C2931533,C537561
C2931534,C537569
C2931536,C537573
C2931537,C537576
C2931538,C537584
C2931541,C537593
C2931547,C537615
C2931549,C537618
C2931550,C537619
C2931561,C537641
C2931567,C537642
C2931569,C537642
C2931572,C537645
C2931583,C537671
C2931591,C537703
C2931593,C537713
C2931602,C537762
C2931607,C537773
C2931608,C537776
C2931611,C537787
C2931623,C537815
C2931625,C537817
C2931627,C537818
C2931628,C537818
C2931629,C537818
C2931631,C537822
C2931632,C537822
C2931633,C537824
C2931636,C537826
C2931638,C537827
C2931643,C537838
C2931646,C537866
C2931655,C537888
C2931656,C537890
C2931495,C537442
C2931502,C537469
C2931504,C537478
C2931505,C537479
C2931659,C537899
C2931660,C537900
C2931664,C537916
C2931671,C537941
C2931676,C537956
C2931682,C537973
C2931532,C537553
C2931535,C537572
C2931539,C537585
C2931526,C537541
C2931508,C537490
C2931544,C537597
C2931527,C537542
C2931528,C537543
C2931529,C537544
C2931531,C537551
C2931520,C537523
C2931553,C537626
C2931554,C537634
C2931560,C537640
C2931564,C537641
C2931566,C537642
C2931573,C537646
C2931575,C537648
C2931584,C537672
C2931588,C537679
C2931542,C537594
C2931548,C537616
C2931557,C537637
C2931558,C537638
C2931562,C537641
C2931568,C537642
C2931590,C537692
C2931594,C537715
C2931596,C537719
C2931597,C537721
C2931604,C537763
C2931686,C537986
C2931543,C537595
C2931545,C537603
C2931546,C537614
C2931612,C537789
C2931614,C537794
C2931691,C538016
C2931577,C537660
C2931579,C537662
C2931581,C537665
C2931586,C537676
C2931587,C537678
C2931616,C537796
C2931619,C537808
C2931630,C537820
C2931634,C537826
C2931637,C537826
C2931704,C538036
C2931705,C538036
C2931707,C538037
C2931551,C537621
C2931555,C537635
C2931556,C537636
C2931647,C537869
C2931649,C537874
C2931598,C537722
C2931600,C537733
C2931559,C537639
C2931563,C537641
C2931565,C537641
C2931570,C537643
C2931661,C537904
C2931662,C537905
C2931667,C537937
C2931710,C538038
C2931712,C538043
C2931714,C538046
C2931716,C538050
C2931605,C537764
C2931606,C537765
C2931571,C537643
C2931574,C537647
C2931576,C537649
C2931578,C537661
C2931610,C537782
C2931580,C537664
C2931680,C537971
C2931615,C537795
C2931617,C537797
C2931620,C537809
C2931621,C537811
C2931622,C537813
C2931626,C537818
C2931582,C537670
C2931585,C537675
C2931595,C537718
C2931609,C537779
C2931683,C537978
C2931689,D009223
C2931692,C538021
C2931635,C537826
C2931613,C537790
C2931645,C537862
C2931624,C537816
C2931639,C537829
C2931640,C537829
C2931700,C538032
C2931648,C537873
C2931644,C537858
C2931651,C537882
C2931652,C537885
C2931708,C538038
C2931713,C538045
C2931654,C537887
C2931657,C537891
C2931718,C538059
C2931658,C537893
C2931663,C537906
C2931719,C538062
C2931666,C537927
C2931668,C537939
C2931670,C537940
C2931677,C537962
C2931678,C537969
C2931721,C538071
C2931720,C538063
C2931722,C538075
C2931724,C538083
C2931734,C538107
C2931736,C538112
C2931741,C538126
C2931723,C538082
C2931696,C538029
C2931731,C538087
C2931751,C538161
C2931672,C537944
C2931673,C537948
C2931681,C537972
C2931697,C538031
C2931698,C538031
C2931733,C538100
C2931738,C538120
C2931739,C538121
C2931742,C538131
C2931744,C538134
C2931745,C538135
C2931748,C538145
C2931749,C538147
C2931750,C538160
C2931755,C538169
C2931757,C538172
C2931758,C538173
C2931761,C538180
C2931766,C538194
C2931767,C538197
C2931770,C538200
C2931684,C537980
C2931685,C537981
C2931702,C538034
C2931715,C538047
C2931717,C538054
C2931783,C538241
C2931784,C538248
C2931763,C538190
C2931687,C537995
C2931787,C538262
C2931791,C538286
C2931793,C538291
C2931768,C538198
C2931726,C538085
C2931730,C538087
C2931732,C538098
C2931801,C538295
C2931802,C538295
C2931775,C538210
C2931777,C538221
C2931786,C538251
C2931693,C538022
C2931694,C538023
C2931809,C538304
C2931811,C538307
C2931812,C538310
C2931819,C538325
C2931788,D065766
C2931699,C538031
C2931701,C538033
C2931703,C538035
C2931706,C538036
C2931794,C538292
C2931709,C538038
C2931711,C538042
C2931829,C538359
C2931798,C538294
C2931803,C538295
C2931805,C538302
C2931806,C538302
C2931831,C538364
C2931837,C563467
C2931839,C538399
C2931841,C538407
C2931847,C538435
C2931849,C538437
C2931854,D055744
C2931857,C538475
C2931814,C538313
C2931815,C538314
C2931816,C538316
C2931725,C538084
C2931874,C538534
C2931882,C538557
C2931884,C538564
C2931889,C538585
C2931728,C538087
C2931729,C538087
C2931746,C538141
C2931891,C538590
C2931895,C538604
C2931902,C538620
C2931824,C538345
C2931825,C538347
C2931830,C538360
C2931910,C538648
C2931917,C538669
C2931925,C540309
C2931928,C540770
C2931935,C543758
C2932666,C548014
C2932677,C548027
C2931737,C538114
C2931740,C538125
C2931743,C538133
C2931753,C538165
C2931759,C538176
C2931760,C538177
C2931765,C538193
C2931771,C538201
C2931772,C538205
C2931773,C538206
C2931774,C538207
C2931762,C538182
C2931764,C538192
C2932714,C548070
C2931840,C538402
C2931844,C538417
C2931846,C538427
C2931855,C538465
C2931860,C538482
C2931861,D009394
C2931862,C538489
C2931865,C538497
C2932716,C548076
C2931778,C538224
C2931781,C538234
C2931769,C538199
C2931776,C538217
C2931779,C538225
C2931789,C538272
C2931792,C538288
C2931881,C538553
C2931883,C538558
C2931890,C538586
C2931900,C538614
C2931903,C538626
C2931905,C538631
C2931908,C538641
C2931909,C538646
C2931913,C538662
C2931916,C538667
C2931922,C538679
C2931795,C538293
C2931796,C538294
C2931799,C538294
C2931800,C538294
C2931804,C538296
C2931817,C538317
C2931818,C538323
C2931820,C538330
C2931821,C538335
C2932678,C548028
C2932679,C548034
C2931807,C538302
C2931808,C538303
C2931810,C538305
C2933394,C548841
C2936258,D057873
C2936274,D057910
C2936328,D058069
C2936346,D058165
C2936374,D058407
C2936381,D058426
C2936403,D058489
C2936406,D058494
C2936420,D058531
C2936443,D058565
C2936460,D058606
C2936659,D005258
C2936660,D005758
C2936665,D017074
C2936701,D006338
C2936702,D006338
C2936703,D017593
C2936719,D006930
C2936739,D007589
C2936741,D007713
C2936797,D015223
C2936817,C536553
C2936859,C536108
C2936862,C537909
C2936875,C535390
C2936878,C537812
C2936904,C567932
C2931813,C538312
C2939465,D005955
C2932717,C548077
C2933083,C548479
C2936179,D056128
C2936290,D057925
C2936292,D057927
C2936373,D058407
C2936395,D058451
C2931826,C538353
C2959380,C536553
C2931823,C538340
C2931832,D044903
C2979982,D014592
C2931828,C538358
C2931835,C538385
C2931848,C538436
C2936444,D058566
C2936447,D058568
C2936458,D058606
C2936664,D017074
C2936694,D006061
C2931845,C538421
C2931850,C538442
C2931851,C538444
C2931853,C538446
C2931864,C538496
C2931866,C538505
C2931852,C538445
C2931859,C538481
C2931863,C538493
C2931867,C538507
C2931869,C538511
C2931870,C538514
C2931873,C538533
C2931875,C538539
C2931871,C538521
C2931876,C538540
C2931892,C538596
C2931918,C538669
C2931923,C538682
C2931924,C539067
C2931872,C538523
C2931877,C538543
C2931878,C538544
C2931879,C538550
C2931886,C538567
C2931887,C538572
C2931888,C538582
C2931894,C538602
C2931898,C538614
C2931899,C538614
C2931901,C538614
C2931906,C538637
C2931907,C538640
C2931912,C538657
C2931914,C538664
C2931921,C538678
C2936742,D008019
C2936755,D008258
C2936781,D009224
C2936783,D003123
C2936791,D054882
C2931939,C544351
C2932665,C548012
C2936816,C537557
C2936827,D000090303
C2936833,C536092
C2932680,C548035
C2936858,C535979
C2933016,C548420
C2936170,D004374
C2936171,D004437
C2936267,D057895
C2936323,D058066
C2936325,D058066
C2936421,D058533
C2936459,D058606
C2936486,D058670
C2936490,D058687
C2936502,D058747
C2936661,D005862
C2936700,D006338
C2936722,D018267
C2936229,D057768
C2936233,D057774
C2936260,D057887
C2936324,D058066
C2936329,D058070
C2936896,C531684
C2936897,C537574
C2936917,C537014
C2936921,C537218
C2937421,D011470
C2936331,D058088
C2936332,D058088
C2938983,D000092222
C2936777,C536113
C2936779,D017118
C2936830,D000073839
C2936831,C537804
C2936844,C536821
C2936419,D058531
C2936423,D058535
C2936445,D058566
C2936461,D058606
C2936476,D058625
C2936860,C536861
C2936863,C537910
C2936718,D006849
C2940786,D018382
C2973528,C535509
C2973529,C535509
C2973787,D011778
C2936909,C538461
C2936740,D007713
C2936778,C531609
C2936793,C575214
C2936826,C538191
C2937358,D002543
C2936837,D053546
C2938875,C000726767
C2938905,D059333
C2936864,C537912
C2936879,C567930
C2936880,C567931
C2936881,C535954
C2936910,C537866
C2936914,C537275
C2936918,C535842
C2937288,C567934
C2937419,C535319
C2985290,D063647
C2974016,C537803
C2979888,D000073605
C2945606,D005242
C2957116,D000093665
C2973527,D003811
C2974202,C554497
C2986536,D059266
C2987188,D000077779
C3148763,C566589
C3148970,C565295
C2986658,D000080443
C2986691,D000080984
C2986717,D060426
C2987189,D000077779
C3149695,C563593
C3149841,C566792
C3150860,C567098
C3150738,C566275
C3151058,C564683
C3150890,C566376
C3150943,C563614
C3150958,C566856
C3151085,C565360
C3150953,C566333
C3151039,C566052
C3151205,C565095
C3151060,C563674
C3151147,C566340
C3151001,C566706
C3151065,C565134
C3151071,C565169
C3151078,C565170
C3151086,C566718
C3151189,C565165
C3151237,C563939
C3151303,C563938
C3151467,C566270
C3160858,D054038
C3164142,C000655292
C3151785,C564429
C3151880,C564478
C3160720,C566296
C3160897,D000079689
C3163622,D008579
C3178766,D059226
C3164062,C000655292
C3178771,D059228
C3178780,D059269
C3178789,D059350
C3178803,D059445
C3164014,C000721324
C3178811,D059468
C3178870,D059865
C3178899,D060048
C3178945,D060425
C3178956,D060437
C3178957,D060446
C3178960,D060449
C3178962,D060487
C3178963,D060487
C3178973,D060585
C3179021,D000067836
C3179038,D060906
C3179244,D010381
C3179450,D014399
C3203102,D065627
C3203607,C000718810
C3178770,D059228
C3178779,D059267
C3178795,D059370
C3178846,D059645
C3178851,D059707
C3178892,D059952
C3178898,D060048
C3178958,D060446
C3178970,D060545
C3178974,D060585
C3178979,D060605
C3178984,D060705
C3179037,D060905
C3179058,D061085
C3179233,D020935
C3266021,D001251
C3266038,D062326
C3266731,C564560
C3165062,D062108
C3177318,C559045
C3178781,D059289
C3178804,D059445
C3179349,D046152
C3178805,D059446
C3178806,D059446
C3178817,D059545
C3178946,D060425
C3178997,D060746
C3178999,D060750
C3179196,D009209
C3179231,D020935
C3179234,D020935
C3179239,D010022
C3179487,C531609
C3179502,D054000
C3202971,D059905
C3203360,D013492
C3203533,D000067073
C3203653,D000077733
C3241937,D065626
C3178777,D059266
C3178778,D059267
C3178782,D059289
C3178791,D059367
C3178794,D059370
C3178801,D059409
C3178807,D059446
C3178818,D059545
C3178947,D060426
C3178948,D060426
C3178964,D060487
C3178980,D060605
C3178981,D060605
C3179000,D060751
C3179194,D009085
C3179232,D020935
C3179455,D052556
C3179488,C531609
C3179489,C531609
C3179539,C553654
C3266022,D001251
C3266898,D014849
C3266863,D009165
C3203547,D000089183
C3267086,D065227
C3267097,D000079689
C3272841,C563924
C3267087,D065227
C3203727,D063205
C3245525,D006030
C3276706,D000071075
C3277849,C567076
C3266164,D000094222
C3266262,D000071069
C3180937,C557830
C3203346,C562723
C3203357,D014394
C3203358,D007040
C3203733,D002637
C3266843,C535317
C3267035,C000721267
C3267085,D065227
C3275929,D000084322
C3276228,C538179
C3279470,C566950
C3279550,D009845
C3279661,C566304
C3278126,D000082643
C3279790,C563540
C3279840,C566402
C3279904,C563641
C3279564,C536047
C3279664,D000077428
C3279662,C565439
C3279841,C566729
C3279699,C567528
C3279824,C564131
C3280315,C566640
C3280020,D000082602
C3279657,C564215
C3280030,D000077428
C3280113,C565405
C3280114,C566000
C3279885,C580162
C3280586,C563602
C3280314,C580002
